Test Time (s),F(kg)      millistrain
21.743,"002.06,000.05765
"
21.945,"001.96,000.05765
"
22.136,"001.90,000.057"
22.354,"65
001.86,000.05765
"
22.553,"001.82,000.05765
"
22.755,"001.80,000.05765
"
22.954,"001.78,000.05765
"
23.155,"001.76,000.05765
"
23.353,"001.88,000.05765
"
23.554,"001.97,000.05765
"
23.754,"002.00,000.05765
"
23.955,"002.03,000.05765
"
24.157,"002.05,000.05765
"
24.37,"002.08,000.05765
"
24.57,"002.03,000.05765
"
24.771,"001.90,000.05765
"
24.972,"001.86,000.05765
"
25.17,"001.83,000.05765
"
25.373,"001.80,000.05765
"
25.571,"001.77,000.05765
"
25.786,"001.83,000.05765
"
25.988,"001.99,000.05765
"
26.19,"002.03,000.05765
"
26.387,"002.05,000.05765
"
26.588,"002.06,000.05765
"
26.787,"002.05,000.05765
"
26.987,"001.96,000.05765
"
27.187,"001.89,000.05765
"
27.387,"001.84,000.05765
"
27.587,"001.80,000.05765
"
27.805,"001.77,000.05765
"
28.004,"001.75,000.05765
"
28.207,"001.75,000.05765
"
28.404,"001.94,000.05765
"
28.605,"001.97,000.05765
"
28.804,"001.98,000.05765
"
29.004,"001.96,000.05765
"
29.224,"001.89,000.05765
"
29.421,"001.79,000.05765
"
29.621,"001.71,000.05765
"
29.821,"001.66,000.05765
"
30.022,"001.63,000.05765
"
30.22,"001.60,000.05765
"
30.422,"001.58,000.05765
"
30.623,"001.59,000.05765
"
30.822,"001.77,000.05765
"
31.023,"001.79,000.05765
"
31.239,"001.78,000.05765
"
31.44,"001.72,000.05765
"
31.638,"001.69,000.05765
"
31.839,"001.64,000.05765
"
32.038,"001.58,000.05765
"
32.238,"001.54,000.05765
"
32.437,"001.51,000.05765
"
32.638,"001.49,000.05765
"
32.839,"001.45,000.05765
"
33.055,"001.53,000.05765
"
33.255,"001.60,000.05765
"
33.456,"001.60,000.05765
"
33.656,"001.57,000.05765
"
33.854,"001.57,000.05765
"
34.057,"001.57,000.05765
"
34.257,"001.55,000.05765
"
34.454,"001.53,000.05765
"
34.655,"001.48,000.0576"
34.874,"5
001.46,000.05765
"
35.073,"001.42,000.05765
"
35.271,"001.41,000.05765
"
35.473,"001.39,000.05765
"
35.674,"001.38,000.05765
"
35.874,"001.48,000.05765
"
36.071,"001.54,000.05765
"
36.274,"001.57,000.05765
"
36.472,"001.58,000.05765
"
36.674,"001.59,000.05765
"
36.891,"001.59,000.05765
"
37.09,"001.57,000.05765
"
37.288,"001.49,000.05765
"
37.491,"001.46,000.05765
"
37.688,"001.43,000.05765
"
37.888,"001.41,000.05765
"
38.087,"001.38,000.05765
"
38.308,"001.36,000.05765
"
38.491,"001.39,000.05765
"
38.691,"001.53,000.05765
"
38.905,"001.55,000.05765
"
39.107,"001.58,000.05765
"
39.304,"001.56,000.05765
"
39.508,"001.54,000.05765
"
39.705,"001.51,000.05765
"
39.905,"001.50,000.05765
"
40.106,"001.48,000.05765
"
40.322,"001.43,000.05765
"
40.524,"001.41,000.05765
"
40.722,"001.38,000.05765
"
40.922,"001.36,000.05765
"
41.122,"001.36,000.05765
"
41.324,"001.34,000.05765
"
41.523,"001.33,000.05765
"
41.74,"001.32,000.05765
"
41.94,"001.31,000.05765
"
42.139,"001.30,000.05765
"
42.338,"001.29,000.05765
"
42.537,"001.29,000.05765
"
42.74,"001.28,000.05765
"
