Test Time (s),F(kg)      millistrain
42.213,"001.53,00-0.00102
"
42.415,"001.48,00-0.00147
"
42.599,"001.46,00-0.00166
"
42.813,"001.45,00-0.00264
"
43.013,"001.44,000.00007
"
43.213,"001.43,000.00007
"
43.413,"001.42,000.00007
"
43.614,"001.53,000.00007
"
43.812,"001.55,000.00007
"
44.015,"001.56,000.00007
"
44.229,"001.56,000.00007
"
44.433,"001.55,000.00007
"
44.629,"001.51,000.00007
"
44.829,"001.49,000.00007
"
45.029,"001.48,000.00007
"
