Test Time (s),F(kg)      millistrain
19.637,"001.36,000.00000
"
19.835,"001.35,000.00000
"
20.038,"001.33,000.00000
"
20.237,"001.33,000.00000
"
20.436,"001.34,000.00000
"
20.636,"001.34,000.00000
"
20.839,"001.35,000.00000
"
21.036,"001.36,000.00000
"
21.237,"001.36,000.00000
"
21.453,"001.32,000.00000
"
21.653,"001.30,000.00000
"
21.856,"001.29,000.00000
"
22.055,"001.28,000.00000
"
22.253,"001.28,000.00000
"
22.454,"001.31,000.00000
"
22.653,"001.32,000.00000
"
22.857,"001.33,000.00000
"
23.052,"001.33,000.00000
"
23.253,"001.33,000.00000
"
23.455,"001.34,000.00000"
23.67,"
001.35,000.00000
"
23.87,"001.36,000.00000
"
24.069,"001.37,000.00000
"
24.27,"001.38,000.00000
"
24.47,"001.38,000.00000
"
24.67,"001.37,000.00000
"
24.87,"001.34,000.0000"
25.088,"0
001.31,000.00000
"
25.286,"001.30,000.00000
"
25.486,"001.29,000.00000
"
25.686,"001.29,000.00000
"
25.886,"001.33,000.00000
"
26.086,"001.34,000.00000
"
26.286,"001.36,000.00000
"
26.488,"001.36,000.00000
"
26.687,"001.37,000.00000
"
26.887,"001.37,000.00000"
27.103,"
001.36,000.00000
"
27.303,"001.36,000.00000
"
27.503,"001.36,000.00000
"
27.704,"001.37,000.00000
"
27.903,"001.37,000.00000
"
28.103,"001.35,000.00000
"
28.304,"001.34,000.00000
"
28.519,"001.28,000.00000
"
28.719,"001.26,000.00000
"
28.92,"001.25,000.00000
"
29.119,"001.24,000.00000
"
29.32,"001.25,000.00000
"
29.521,"001.29,000.00000
"
29.72,"001.30,000.00000
"
29.92,"001.30,000.00000
"
30.12,"001.30,000.00000
"
30.32,"001.31,000.00000"
30.523,"
001.31,000.00000
"
30.737,"001.32,000.00000
"
30.937,"001.32,000.00000
"
31.137,"001.33,000.00000
"
31.337,"001.33,000.00000
"
31.538,"001.34,000.00000
"
31.737,"001.35,000.00000
"
31.937,"001.33,000.00000
"
32.137,"001.30,000.00000
"
32.338,"001.29,000.00000
"
32.556,"001.27,000.00000
"
32.754,"001.27,000.00000
"
32.954,"001.27,000.00000
"
33.154,"001.31,000.00000
"
33.355,"001.33,000.00000
"
33.556,"001.34,000.00000
"
33.755,"001.34,000.00000
"
33.955,"001.35,000.000"
34.171,"00
001.36,000.00000
"
34.37,"001.36,000.00000
"
34.572,"001.36,000.00000
"
34.771,"001.35,000.00000
"
34.97,"001.35,000.00000
"
35.172,"001.35,000.00000
"
35.371,"001.35,000.00000
"
35.571,"001.32,000.00000
"
35.772,"001.30,000.00000
"
35.971,"001.29,000.00000
"
36.188,"001.28,000.00000
"
36.388,"001.28,000.00000
"
36.589,"001.34,000.00000
"
36.789,"001.35,000.00000
"
36.988,"001.35,000.00000
"
37.188,"001.35,000.00000
"
37.388,"001.35,000.00000
"
37.59,"001.35,000.00000
"
37.805,"001.36,000.00000
"
38.007,"001.36,000.00000
"
38.207,"001.36,000.00000
"
38.405,"001.37,000.00000
"
38.607,"001.36,000.00000
"
38.805,"001.32,000.00000
"
39.005,"001.30,000.00000
"
39.205,"001.29,000.00000
"
39.406,"001.28,000.00000
"
39.606,"001.33,000.00000
"
39.806,"001.35,000.00000"
40.023,"
001.35,000.00000
"
40.223,"001.36,000.00000
"
40.423,"001.36,000.00000
"
40.623,"001.36,000.00000
"
40.824,"001.37,000.00000
"
41.023,"001.37,000.00000
"
41.223,"001.38,000.00000
"
41.424,"001.38,000.00000
"
41.641,"001.39,000.00000
"
41.825,"001.39,000.00000
"
42.041,"001.35,000.00000
"
42.241,"001.33,000.00000
"
42.439,"001.32,000.00000
"
42.641,"001.31,000.00000
"
42.839,"001.28,000.00000
"
43.041,"001.28,000.00000
"
43.242,"001.32,000.00000
"
43.457,"001.31,000.00000
"
43.657,"001.32,000.00000
"
43.858,"001.31,000.00000
"
44.055,"001.31,000.00000
"
44.256,"001.31,000.00000
"
44.459,"001.31,000.00000
"
44.655,"001.31,000.00000
"
44.857,"001.31,000.00000
"
45.072,"001.31,000.00000
"
45.259,"001.30,000.00000
"
45.475,"001.29,000.00000
"
45.676,"001.27,000.00000
"
45.876,"001.26,000.00000
"
46.077,"001.26,000.00000
"
46.276,"001.30,000.00000
"
46.478,"001.32,000.00000
"
46.678,"001.32,000.00000
"
46.876,"001.32,000.000"
47.095,"00
001.32,000.00000
"
47.295,"001.32,000.00000
"
47.497,"001.29,000.00000
"
47.694,"001.26,000.00000
"
47.897,"001.23,000.00000
"
48.097,"001.20,000.00000
"
48.299,"001.16,000.00000
"
48.5,"001.17,000.00000
"
48.699,"001.17,000.00000
"
48.897,"001.17,000.00000"
49.117,"
001.19,000.00000
"
49.317,"001.21,000.00000
"
49.515,"001.22,000.00000
"
49.716,"001.22,000.00000
"
49.917,"001.23,000.00000
"
50.115,"001.23,000.00000
"
50.319,"001.24,000.00000
"
50.535,"001.24,000.00000
"
50.738,"001.25,000.00000
"
50.937,"001.25,000.00000
"
51.134,"001.25,000.00000
"
51.336,"001.26,000.00000
"
51.535,"001.22,000.00000
"
51.737,"001.20,000.00000
"
51.939,"001.21,000.00000
"
52.139,"001.21,000.00000
"
52.336,"001.21,000.00000
"
52.556,"001.24,000.00000
"
52.756,"001.24,000.00000
"
52.957,"001.24,000.00000
"
53.156,"001.24,000.00000
"
53.354,"001.24,000.00000
"
53.555,"001.25,000.00000
"
53.759,"001.26,000.00000
"
53.956,"001.27,000.00000
"
54.158,"001.28,000.00000
"
54.375,"001.28,000.00000
"
54.576,"001.26,000.00000
"
54.774,"001.25,000.00000
"
54.976,"001.24,000.00000
"
55.174,"001.23,000.00000
"
55.376,"001.23,000.00000
"
55.575,"001.23,000.00000
"
55.774,"001.25,000.00000"
55.992,"
001.26,000.00000
"
56.194,"001.26,000.00000
"
56.396,"001.26,000.00000
"
56.595,"001.26,000.00000
"
56.795,"001.27,000.00000
"
56.995,"001.27,000.00000
"
57.195,"001.28,000.00000
"
57.394,"001.27,000.00000
"
57.596,"001.28,000.00000
"
57.796,"001.26,000.00000
"
58.013,"001.22,000.00000
"
58.211,"001.22,000.00000
"
58.414,"001.21,000.00000
"
58.612,"001.21,000.00000
"
58.812,"001.25,000.00000
"
59.012,"001.26,000.00000
"
59.212,"001.27,000.00000
"
59.429,"001.27,000.00000
"
59.629,"001.26,000.00000
"
59.83,"001.27,000.00000
"
60.03,"001.26,000.00000
"
60.23,"001.27,000.00000
"
60.43,"001.27,000.00000
"
60.63,"001.26,000.00000
"
60.83,"001.26,000.00000
"
61.03,"001.26,000.00000
"
61.232,"001.26,000.00000
"
61.432,"001.23,000.00000"
61.651,"
001.25,000.00000
"
61.849,"001.21,000.00000
"
62.049,"001.20,000.00000
"
62.249,"001.20,000.00000
"
62.449,"001.19,000.00000
"
62.649,"001.18,000.00000
"
62.849,"001.17,000.00000
"
63.052,"001.17,000.00000
"
