Test Time (s),F(kg)      millistrain
31.572,"030.29,000.00000
"
31.772,"030.06,000.00000
"
31.972,"029.43,000.00000
"
32.171,"028.83,000.00000
"
32.369,"028.33,000.00000
"
32.571,"027.91,000.00000
"
32.769,"027.40,000.00000
"
32.972,"027.08,000.00000
"
33.172,"026.80,000.00000
"
33.387,"026.56,000.00000
"
33.586,"026.36,000.00000
"
33.788,"026.61,000.00000
"
33.987,"027.03,000.00000
"
34.186,"027.33,000.00000
"
34.387,"027.48,000.00000
"
34.586,"027.63,000.00000
"
34.788,"027.76,000.00000
"
34.988,"027.81,000.00000
"
35.203,"027.79,000.00000
"
35.404,"027.50,000.00000
"
35.603,"026.86,000.00000
"
35.805,"025.85,000.00000
"
36.006,"024.85,000.00000
"
36.203,"024.04,000.00000
"
36.404,"023.33,000.00000"
36.619,"
022.72,000.00000
"
36.806,"022.18,000.00000
"
37.021,"021.49,000.00000
"
37.223,"021.08,000.00000
"
37.422,"020.71,000.00000
"
37.623,"020.82,000.00000
"
37.822,"021.13,000.00000
"
38.022,"021.12,000.00000
"
38.223,"020.89,000.00000
"
38.438,"020.37,000.00000
"
38.637,"019.29,000.00000
"
38.838,"017.67,000.00000
"
39.04,"014.90,000.00000
"
39.238,"012.29,000.00000
"
39.436,"09.81,000.00000
"
39.639,"008.60,000.00000
"
39.838,"007.78,000.00000
"
40.038,"006.91,000.00000
"
40.256,"006.52,000.00000
"
40.457,"006.29,000.00000
"
40.653,"006.13,000.00000
"
40.856,"006.01,000.00000
"
41.055,"005.85,000.00000
"
41.256,"005.66,000.00000
"
41.456,"005.57,000.00000
"
41.655,"005.72,000.00000
"
41.855,"006.10,000.00000
"
42.073,"006.25,000.00000
"
42.273,"006.31,000.00000
"
42.473,"006.28,000.00000
"
42.672,"006.24,000.00000
"
42.873,"006.06,000.00000
"
43.071,"005.67,000.00000
"
43.272,"005.43,000.00000
"
43.488,"005.13,000.00000
"
43.689,"004.76,000.00000
"
43.89,"004.26,000.00000
"
44.09,"003.95,000.00000
"
44.287,"003.79,000.00000
"
44.491,"003.69,000.00000
"
44.688,"003.62,000.00000
"
44.889,"003.58,000.00000
"
45.087,"003.55,000.00000
"
45.29,"003.51,000.00000"
45.507,"
003.94,000.00000
"
45.705,"004.37,000.00000
"
45.906,"001.97,000.00000
"
46.107,"001.33,000.00000
"
46.308,"001.23,000.00000
"
46.506,"001.05,000.00000
"
46.707,"000.90,000.00000
"
46.91,"000.84,000.00000
"
47.116,"000.81,000.00000
"
47.315,"000.79,000.00000
"
47.513,"000.78,000.00000
"
