Test Time (s),F(kg)      millistrain
19.999,"005.77,000.00000
"
20.199,"005.32,000.00000
"
20.396,"004.95,000.00000
"
20.614,"004.74,000.00000
"
20.814,"004.39,000.00000
"
21.013,"004.17,000.00000
"
21.214,"003.96,000.00000
"
21.415,"003.88,000.00000
"
21.615,"003.99,000.00000
"
21.816,"004.36,000.00000
"
22.014,"004.43,000.00000
"
22.215,"004.33,000.00000
"
22.412,"004.17,000.00000
"
22.612,"003.98,000.00000"
22.83,"
003.78,000.00000
"
23.029,"003.61,000.00000
"
23.23,"003.29,000.00000
"
23.43,"003.05,000.00000
"
23.63,"002.96,000.00000
"
23.83,"002.89,000.00000
"
24.029,"002.91,000.00000
"
24.246,"003.28,000.00000
"
24.45,"003.38,000.00000
"
24.647,"003.28,000.00000
"
24.85,"003.13,000.00000
"
25.047,"002.97,000.00000
"
25.246,"002.81,000.00000
"
25.446,"002.64,000.00000
"
25.649,"002.44,000.00000
"
25.847,"002.31,000.00000
"
26.046,"002.22,000.00000
"
26.263,"002.15,000.00000
"
26.463,"002.11,000.00000
"
26.663,"002.37,000.00000
"
26.864,"002.52,000.00000
"
27.063,"002.53,000.00000
"
27.263,"002.47,000.00000
"
27.463,"002.29,000.00000
"
27.666,"002.21,000.00000
"
27.865,"002.12,000.00000
"
28.079,"001.91,000.00000
"
28.279,"001.77,000.00000
"
28.479,"001.69,000.00000
"
28.68,"001.62,000.00000
"
28.88,"001.59,000.00000
"
29.08,"001.69,000.00000
"
29.28,"001.90,000.00000
"
29.48,"001.97,000.00000
"
29.68,"001.94,000.00000"
29.897,"
001.87,000.00000
"
30.097,"001.80,000.00000
"
30.298,"001.74,000.00000
"
30.497,"001.61,000.00000
"
30.697,"001.47,000.00000
"
30.898,"001.38,000.00000
"
31.096,"001.32,000.00000
"
31.298,"001.28,000.00000
"
31.498,"001.26,000.00000
"
31.699,"001.55,000.00000
"
31.915,"001.60,000.00000
"
32.115,"001.60,000.00000
"
32.313,"001.58,000.00000
"
32.514,"001.53,000.00000
"
32.714,"001.47,000.00000
"
32.915,"001.34,000.00000
"
33.114,"001.20,000.00000
"
33.314,"001.16,000.00000"
33.531,"
001.10,000.00000
"
33.731,"001.04,000.00000
"
33.932,"001.15,000.00000
"
34.131,"001.30,000.00000
"
34.331,"001.33,000.00000
"
34.531,"001.32,000.00000
"
34.731,"001.30,000.00000
"
34.931,"001.23,000.00000
"
35.133,"001.16,000.00000
"
35.331,"001.06,000.00000
"
35.548,"000.94,000.00000
"
35.748,"000.85,000.00000
"
35.948,"000.81,000.00000
"
36.148,"000.81,000.00000
"
36.348,"000.98,000.00000
"
36.548,"001.03,000.00000
"
36.748,"001.00,000.00000
"
36.95,"000.95,000.00000
"
37.149,"000.91,000.00000
"
37.365,"000.87,000.00000
"
37.565,"000.77,000.00000
"
37.766,"000.67,000.00000
"
37.965,"000.63,000.00000
"
38.164,"000.60,000.00000
"
38.366,"000.59,000.00000
"
38.566,"000.73,000.00000
"
38.766,"000.79,000.00000
"
38.967,"000.83,000.00000
"
39.181,"000.81,000.00000
"
39.382,"000.78,000.00000
"
39.583,"000.74,000.00000
"
39.781,"000.66,000.00000
"
39.983,"000.57,000.00000
"
40.183,"000.51,000.00000
"
40.383,"000.49,000.00000
"
40.583,"000.46,000.00000
"
40.782,"000.51,000.00000
"
41.001,"000.63,000.00000
"
41.198,"000.67,000.00000
"
41.4,"000.65,000.00000
"
41.601,"000.63,000.00000
"
41.799,"000.58,000.00000
"
42.001,"000.55,000.00000
"
42.201,"000.47,000.00000
"
42.399,"000.42,000.00000
"
42.616,"000.39,000.00000
"
42.815,"000.36,000.00000
"
43.015,"000.36,000.00000
"
43.214,"000.46,000.00000
"
43.417,"000.50,000.00000
"
43.618,"000.52,000.00000
"
43.818,"000.52,000.00000
"
44.016,"000.49,000.00000
"
44.215,"000.47,000.00000
"
44.415,"000.45,000.00000
"
44.635,"000.42,000.00000
"
44.834,"000.35,000.00000
"
45.032,"000.31,000.00000
"
45.235,"000.29,000.00000
"
45.432,"000.27,000.00000
"
45.635,"000.27,000.00000
"
45.832,"000.38,000.00000
"
46.032,"000.44,000.00000
"
46.234,"000.44,000.00000
"
46.451,"000.42,000.00000
"
46.651,"000.40,000.00000
"
46.849,"000.39,000.00000
"
47.051,"000.37,000.00000
"
47.249,"000.32,000.00000
"
47.451,"000.28,000.00000
"
47.649,"000.24,000.00000
"
47.852,"000.22,000.00000
"
48.048,"000.20,000.00000
"
48.266,"000.26,000.00000
"
48.468,"000.32,000.00000
"
48.668,"000.33,000.00000
"
48.869,"000.33,000.00000
"
49.066,"000.33,000.00000
"
49.269,"000.33,000.00000
"
49.466,"000.30,000.00000
"
49.666,"000.25,000.00000
"
49.867,"000.22,000.00000
"
50.086,"000.19,000.00000
"
50.283,"000.18,000.00000
"
