Test Time (s),F(kg)      millistrain
33.106,"033.94,000.05652
"
33.306,"033.89,000.05652"
33.523,"
033.72,000.05652
"
33.724,"033.16,000.05652
"
33.923,"032.71,000.05652
"
34.122,"032.36,000.05652
"
34.323,"032.06,000.05652
"
34.523,"031.79,000.05652
"
34.724,"031.54,000.05652
"
34.924,"031.35,000.05652
"
35.124,"031.76,000.05652
"
35.34,"032.22,000.05652
"
35.539,"032.65,000.05652
"
35.743,"033.03,000.05652
"
35.94,"033.16,000.05652
"
36.14,"033.15,000.05652
"
36.343,"033.09,000.05652
"
36.54,"032.89,000.05652"
36.758,"
032.64,000.05652
"
36.957,"032.19,000.05652
"
37.158,"031.72,000.05652
"
37.358,"031.38,000.05652
"
37.556,"031.07,000.05652
"
37.758,"030.81,000.05652
"
37.958,"030.46,000.05652
"
38.159,"030.67,000.05652
"
38.357,"031.20,000.05652
"
38.575,"031.63,000.05652
"
38.775,"031.94,000.05652
"
38.973,"032.15,000.05652
"
39.175,"032.26,000.05652
"
39.375,"032.24,000.05652
"
39.576,"032.10,000.05652
"
39.775,"031.82,000.05652
"
39.975,"031.02,000.05652
"
40.175,"030.65,000.05652
"
40.375,"030.33,000.05652
"
40.59,"030.05,000.05652
"
40.792,"029.81,000.05652
"
40.993,"029.84,000.05652
"
41.192,"030.23,000.05652
"
41.392,"030.54,000.05652
"
41.593,"030.65,000.05652
"
41.79,"030.71,000.05652"
41.992,"
030.80,000.05652
"
42.209,"030.90,000.05652
"
42.409,"030.87,000.05652
"
42.61,"030.74,000.05652
"
42.806,"030.43,000.05652
"
43.007,"029.84,000.05652
"
43.21,"029.45,000.05652
"
43.407,"029.12,000.05652
"
43.609,"028.82,000.05652
"
43.825,"028.56,000.05652
"
44.023,"028.22,000.05652
"
44.226,"028.04,000.05652
"
44.423,"028.58,000.05652
"
44.626,"028.88,000.05652
"
44.825,"029.02,000.05652
"
45.023,"029.13,000.05652
"
45.225,"029.33,000.05652
"
45.423,"029.50,000.05652
"
45.642,"029.51,000.05652
"
45.842,"029.41,000.05652
"
46.043,"029.28,000.05652
"
46.24,"029.05,000.05652
"
46.443,"028.51,000.05652
"
46.641,"028.16,000.05652
"
46.84,"027.87,000.05652
"
47.058,"027.61,000.05652
"
47.259,"027.40,000.05652
"
47.459,"027.36,000.05652
"
47.657,"027.90,000.05652
"
47.86,"027.96,000.05652
"
48.057,"027.87,000.05652
"
48.257,"027.84,000.05652
"
48.457,"027.63,000.05652
"
48.66,"027.39,000.05652
"
48.859,"026.84,000.0565"
49.074,"2
025.99,000.05652
"
49.274,"025.40,000.05652
"
49.473,"024.92,000.05652
"
49.677,"024.50,000.05652
"
49.874,"024.15,000.05652
"
50.075,"023.85,000.05652
"
50.275,"024.51,000.05652
"
50.474,"024.62,000.05652
"
50.676,"024.71,000.05652
"
50.89,"024.45,000.05652
"
51.091,"024.19,000.05652
"
51.291,"023.91,000.05652
"
51.493,"023.56,000.05652
"
51.691,"022.97,000.05652
"
51.892,"022.33,000.05652
"
52.091,"021.93,000.056"
52.31,"52
021.51,000.05652
"
52.507,"021.28,000.05652
"
52.708,"021.07,000.05652
"
52.909,"021.01,000.05652
"
53.107,"021.47,000.05652
"
53.31,"021.59,000.05652
"
53.508,"021.70,000.05652
"
53.709,"021.68,000.05652
"
53.91,"021.24,000.05652
"
54.126,"020.39,000.05652
"
54.325,"018.07,000.05652
"
54.525,"000.00,000.05652
"
54.728,"00-0.00,000.05652
"
54.925,"00-0.00,000.05652
"
55.126,"00-0.00,000.05652
"
55.324,"00-0.00,000.05652
"
55.541,"00-0.00,000.05652
"
