Test Time (s),F(kg)      millistrain
29.561,"024.21,000.01281
"
29.757,"023.96,000.01281
"
29.958,"023.75,000.01281
"
30.16,"023.66,000.01281
"
30.359,"024.05,000.01281
"
30.577,"024.49,000.01281
"
30.774,"024.88,000.01281
"
30.974,"025.07,000.01281
"
31.175,"025.12,000.01281
"
31.378,"025.12,000.01281
"
31.575,"025.07,000.01281
"
31.777,"024.88,000.01281
"
31.978,"024.54,000.01281
"
32.177,"023.94,000.01281
"
32.378,"023.37,000.01281
"
32.592,"022.91,000.01281
"
32.792,"022.54,000.01281
"
32.992,"022.22,000.01281
"
33.191,"021.95,000.01281
"
33.393,"021.71,000.01281
"
33.592,"021.49,000.01281
"
33.792,"021.40,000.01281
"
34.008,"021.62,000.01281
"
34.208,"021.90,000.01281
"
34.409,"022.13,000.01281
"
34.61,"022.38,000.01281
"
34.809,"022.56,000.01281
"
35.012,"022.68,000.01281
"
35.212,"022.74,000.01281
"
35.412,"022.66,000.01281
"
35.609,"022.47,000.01281
"
35.81,"022.28,000.01281
"
36.028,"022.05,000.01281
"
36.228,"021.11,000.01281
"
36.429,"020.61,000.01281
"
36.629,"020.20,000.01281
"
36.828,"019.86,000.01281
"
37.028,"019.57,000.01281
"
37.228,"019.32,000.01281
"
37.429,"019.09,000.01281
"
37.629,"018.89,000.01281
"
37.845,"018.75,000.01281
"
38.028,"018.97,000.012"
38.244,"81
019.37,000.01281
"
38.444,"019.68,000.01281
"
38.643,"019.85,000.01281
"
38.843,"019.92,000.01281
"
39.044,"019.90,000.01281
"
39.244,"019.79,000.01281
"
39.444,"019.67,000.01281
"
39.661,"019.52,000.01281
"
39.86,"019.33,000.01281
"
40.06,"019.13,000.01281
"
40.262,"018.59,000.01281
"
40.461,"017.80,000.01281
"
40.661,"017.41,000.01281
"
40.861,"017.06,000.01281
"
41.062,"016.78,000.01211
"
41.278,"016.54,000.01134
"
41.478,"016.33,000.01089
"
41.677,"016.15,000.00997
"
41.879,"016.19,000.00961
"
42.078,"016.62,000.00901
"
42.279,"016.81,000.00896
"
42.478,"016.93,000.00906
"
42.679,"017.03,000.00847
"
42.878,"017.09,000.00836
"
43.079,"017.08,000.00896
"
43.295,"017.06,000.00900
"
43.496,"017.03,000.00888
"
43.695,"016.87,000.00912
"
43.896,"016.54,000.00946
"
44.095,"016.09,000.00924
"
44.296,"015.45,000.00989
"
44.495,"014.78,000.01001
"
44.695,"014.41,000.00914
"
44.91,"014.11,000.00827
"
45.113,"013.88,000.00740
"
45.313,"013.67,000.00674
"
45.513,"013.47,000.00639
"
45.713,"013.30,000.00670
"
45.913,"013.16,000.00618
"
46.113,"013.03,000.00591
"
46.313,"013.24,000.00434
"
46.513,"013.66,000.00497
"
46.712,"013.81,000.00708"
46.93,"
013.87,000.00682
"
47.129,"013.91,000.00530
"
47.328,"013.96,000.00507
"
47.528,"013.86,000.00425
"
47.728,"013.54,000.00558
"
47.93,"013.10,000.00618
"
48.131,"012.56,000.00571
"
48.331,"011.95,000.00515
"
48.547,"010.98,000.00580
"
48.748,"010.56,000.00631
"
48.947,"010.23,000.00479
"
49.146,"09.98,000.00517
"
49.345,"009.79,000.00480
"
49.544,"009.63,000.00489
"
49.743,"009.49,000.00387
"
49.944,"009.37,000.00426
"
50.144,"009.27,000.004"
50.361,"45
009.30,000.00456
"
50.561,"009.70,000.00302
"
50.762,"009.82,000.00284
"
50.964,"009.87,000.00296
"
51.161,"009.89,000.00326
"
51.361,"009.90,000.00389
"
51.562,"009.91,000.00374
"
51.761,"009.89,000.00383
"
51.963,"009.80,000.00239
"
52.178,"009.68,000.00253
"
52.38,"009.54,000.00264
"
52.58,"009.39,000.00344
"
52.781,"008.97,000.00355
"
52.978,"008.70,000.00324
"
53.178,"008.49,000.00286
"
53.379,"008.31,000.00261
"
53.578,"008.17,000.00331"
53.78,"
008.04,000.00348
"
53.996,"007.93,000.00307
"
54.195,"007.82,000.00314
"
54.397,"007.73,000.00405
"
54.594,"007.64,000.00317
"
54.795,"007.79,000.00303
"
54.994,"007.91,000.00208
"
55.195,"007.99,000.00231
"
55.398,"008.01,000.00280
"
55.597,"008.00,000.00211"
55.812,"
007.96,000.00224
"
56.012,"007.94,000.00130
"
56.214,"007.98,000.00243
"
56.412,"008.06,000.00286
"
56.611,"008.19,000.00312
"
56.815,"008.18,000.00232
"
57.014,"008.03,000.00247
"
57.213,"007.75,000.00301
"
57.429,"007.43,000.00339
"
57.629,"007.23,000.00316
"
57.829,"007.06,000.01122
"
58.028,"006.91,000.01199
"
58.228,"006.80,000.01281
"
58.43,"006.68,000.01281
"
58.63,"006.58,000.01183
"
58.829,"006.47,000.01122
"
59.047,"006.60,000.01176
"
59.244,"006.83,000.01200
"
59.448,"006.93,000.01130
"
59.648,"006.97,000.01238
"
59.845,"007.00,000.01203
"
60.046,"007.03,000.01100
"
60.245,"007.04,000.01281
"
60.445,"007.04,000.01281
"
60.645,"007.01,000.01212
"
60.846,"006.85,000.01281
"
61.065,"006.73,000.01281
"
61.264,"006.51,000.01281
"
61.466,"006.30,000.01281
"
61.662,"006.17,000.01281
"
61.864,"006.04,000.01281
"
62.066,"005.94,000.01279
"
62.262,"005.86,000.01148
"
62.479,"005.77,000.01051
"
62.666,"005.67,000.01055
"
62.879,"005.61,000.01044
"
63.078,"005.77,000.01055
"
63.279,"005.94,000.01119
"
63.48,"006.03,000.01256
"
63.68,"006.07,000.01273
"
63.879,"006.08,000.01281
"
64.079,"006.12,000.01281
"
64.279,"006.17,000.01281
"
64.496,"006.20,000.01281
"
64.695,"006.15,000.01281
"
64.896,"006.07,000.01281
"
65.098,"005.92,000.01281
"
65.295,"005.66,000.01281
"
65.496,"005.48,000.01281
"
65.697,"005.35,000.01281
"
65.897,"005.24,000.01281
"
66.114,"005.16,000.01281
"
66.313,"005.08,000.01281
"
66.512,"005.01,000.01281
"
66.716,"004.95,000.01281
"
66.916,"004.91,000.01281
"
67.114,"005.14,000.01281
"
67.312,"005.30,000.01281
"
67.514,"005.49,000.01281
"
67.713,"005.62,000.01281"
67.916,"
005.65,000.01281
"
68.129,"005.62,000.01281
"
68.333,"005.57,000.01281
"
68.531,"005.51,000.01281
"
68.733,"005.31,000.01281
"
68.93,"005.16,000.01281
"
69.131,"004.99,000.01281
"
69.331,"004.90,000.01281
"
69.531,"004.82,000.01281
"
69.73,"004.75,000.01281"
69.948,"
004.68,000.01281
"
70.148,"004.62,000.01281
"
70.347,"004.57,000.01281
"
70.548,"004.53,000.01281
"
70.748,"004.49,000.01281
"
70.949,"004.45,000.01281
"
71.147,"004.39,000.01281
"
71.366,"004.35,000.01281
"
