Test Time (s),F(kg)      millistrain
31.11,"000.08,00-0.00281
"
31.311,"000.09,00-0.00276
"
31.514,"000.11,00-0.00207
"
31.711,"000.12,00-0.00192
"
31.912,"000.12,00-0.00224
"
32.114,"000.10,00-0.00234
"
32.314,"000.06,00-0.00236
"
32.513,"000.05,00-0.00237"
32.729,"
000.04,00-0.00240
"
32.93,"000.04,00-0.00241
"
33.128,"000.03,00-0.00241
"
33.33,"000.03,00-0.00241
"
33.531,"000.09,00-0.00238
"
33.729,"000.10,00-0.00225
"
33.93,"000.11,00-0.00215
"
34.128,"000.12,00-0.00220
"
34.331,"000.12,00-0.00211
"
34.53,"000.13,00-0.00207
"
34.745,"000.10,00-0.00210
"
34.947,"000.07,00-0.00209
"
35.144,"000.06,00-0.00210
"
35.348,"000.04,00-0.00213
"
35.547,"000.04,00-0.00213
"
35.748,"000.02,00-0.00213
"
35.945,"000.01,00-0.00213
"
36.144,"000.08,00-0.00219"
36.361,"
000.11,00-0.00245
"
36.561,"000.13,00-0.00276
"
36.764,"000.14,00-0.00291
"
36.964,"000.15,00-0.00290
"
37.165,"000.15,00-0.00291
"
37.364,"000.14,00-0.00292
"
37.564,"000.12,00-0.00292
"
37.763,"000.10,00-0.00294
"
37.977,"000.08,00-0.00293
"
38.18,"000.06,00-0.00294
"
38.379,"000.05,00-0.00294
"
38.579,"000.03,00-0.00293
"
38.781,"000.02,00-0.00293
"
38.981,"000.10,00-0.00292
"
39.179,"000.11,00-0.00290
"
39.379,"000.12,00-0.00284
"
39.578,"000.13,00-0.00285
"
39.798,"000.12,00-0.00278
"
39.995,"000.10,00-0.00244
"
40.195,"000.09,00-0.00132
"
40.394,"000.06,00-0.00108
"
40.595,"000.04,00-0.00111
"
40.797,"000.03,00-0.00116
"
40.997,"000.02,00-0.00118
"
41.195,"000.01,00-0.00124
"
41.402,"000.00,00-0.00125
"
