Test Time (s),F(kg)      millistrain
28.714,"000.41,000.00000
"
28.933,"000.44,000.00000
"
29.133,"000.42,000.00000
"
29.331,"000.37,000.00000
"
29.533,"000.34,000.00000
"
29.732,"000.32,000.00000
"
29.933,"000.31,000.00000
"
30.134,"000.30,000.00000
"
30.348,"000.31,000.00000
"
30.534,"000.36,000.00000
"
30.747,"000.38,000.00000
"
30.947,"000.38,000.00000
"
31.147,"000.38,000.00000
"
31.347,"000.33,000.00000
"
31.548,"000.31,000.00000
"
31.748,"000.29,000.00000
"
31.948,"000.28,000.00000
"
32.165,"000.27,000.00000
"
32.364,"000.29,000.00000
"
32.564,"000.33,000.00000
"
32.765,"000.35,000.00000
"
32.964,"000.36,000.00000
"
33.165,"000.35,000.00000
"
33.365,"000.30,000.00000
"
33.565,"000.28,000.00000
"
33.765,"000.27,000.00000
"
33.981,"000.25,000.00000
"
34.183,"000.25,000.00000
"
34.383,"000.29,000.00000
"
34.582,"000.33,000.00000
"
34.781,"000.33,000.00000
"
34.982,"000.32,000.00000
"
35.181,"000.27,000.00000
"
35.398,"000.26,000.00000
"
35.582,"000.24,000.00000
"
35.799,"000.23,000.00000
"
36.001,"000.22,000.00000
"
36.198,"000.23,000.00000
"
36.398,"000.28,000.00000
"
36.598,"000.29,000.00000
"
36.799,"000.30,000.00000
"
36.998,"000.29,000.00000"
37.215,"
000.28,000.00000
"
37.416,"000.25,000.00000
"
37.615,"000.23,000.00000
"
37.816,"000.22,000.00000
"
38.016,"000.22,000.00000
"
38.215,"000.21,000.00000
"
